,geo,time,"Population aged 0-4, both sexes (%)","Population aged 0-4, female (%)","Population aged 0-4, male (%)","Population aged 0-4, total number","Population aged 0-14, both sexes (%)","Population aged 0-14, female (%)","Population aged 0-14, male (%)","Population aged 0-14, total number","Population aged 10-14, both sexes (%)","Population aged 10-14, female (%)","Population aged 10-14, male (%)","Population aged 10-14, total number","Population aged 15-19, both sexes (%)","Population aged 15-19, female (%)","Population aged 15-19, male (%)","Population aged 15-19, total number","Population aged 20-39, both sexes (%)","Population aged 20-39, female (%)","Population aged 20-39, male (%)","Population aged 20-39, total number","Population aged 40-59, both sexes (%)","Population aged 40-59, female (%)","Population aged 40-59, male (%)","Population aged 40-59, total number","Population aged 5-9, both sexes (%)","Population aged 5-9, female (%)","Population aged 5-9, male (%)","Population aged 5-9, total number","Population aged 60+, both sexes (%)","Population aged 60+, female (%)","Population aged 60+, male (%)","Population aged 60+, total number","Population aged 65+, both sexes (%)","Population aged 65+, female (%)","Population aged 65+, male (%)","Population aged 65+, total number","Population aged 70+, both sexes (%)","Population aged 70+, female (%)","Population aged 70+, male (%)","Population aged 70+, total number"
0,abw,1950,17.87252,17.48227,18.28885,6934,43.17086,42.26506,44.13191,16749,11.42099,11.07061,11.78946,4431,10.01366,10.56127,9.43477,3885,29.626,29.47668,29.79063,11494,14.27945,14.21153,14.35193,5540,13.87736,13.71217,14.05359,5384,2.92033,3.50544,2.30142,1133,1.76302,2.16718,1.33717,684,1.0207,1.27834,0.75116,396
1,abw,1951,18.08058,17.56222,18.6359,7274,43.43665,42.45611,44.49231,17475,11.36686,11.00232,11.75897,4573,9.93264,10.38491,9.45128,3996,28.99008,29.05171,28.92821,11663,14.73491,14.63438,14.85641,5928,13.98921,13.89157,14.09744,5628,2.91318,3.49219,2.29744,1172,1.73249,2.13197,1.30769,697,0.952,1.19622,0.69231,383
2,abw,1952,18.13784,17.51339,18.79807,7574,43.60362,42.61234,44.65096,18208,11.34154,11.03143,11.6693,4736,9.79453,10.08149,9.49517,4090,28.47359,28.73574,28.18478,11890,15.18032,15.03609,15.34707,6339,14.12424,14.06752,14.18359,5898,2.95273,3.54366,2.34175,1233,1.7314,2.13737,1.31138,723,0.90043,1.15017,0.64583,376
3,abw,1953,18.07874,17.38935,18.80606,7829,43.71089,42.75369,44.72073,18929,11.35666,11.1416,11.58354,4918,9.64323,9.73372,9.55251,4176,28.02679,28.48147,27.56133,12137,15.56633,15.39673,15.75476,6741,14.27549,14.22274,14.33113,6182,3.05507,3.64789,2.43914,1323,1.77578,2.18154,1.35244,769,0.89135,1.138,0.63588,386
4,abw,1954,17.94112,17.24783,18.67026,8050,43.77187,42.85652,44.73913,19640,11.43105,11.3,11.56889,5129,9.54111,9.47826,9.60263,4281,27.60258,28.17826,26.99712,12385,15.91968,15.73478,16.11413,7143,14.3997,14.3087,14.49998,6461,3.17368,3.75652,2.5607,1424,1.82977,2.23043,1.40839,821,0.90486,1.14348,0.65389,406
5,abw,1955,17.71694,17.06394,18.40191,8232,43.80165,42.90158,44.74137,20352,11.5724,11.50208,11.64175,5377,9.49122,9.33283,9.65736,4410,27.18233,27.84294,26.4938,12630,16.22546,16.03817,16.42634,7539,14.51231,14.33556,14.69771,6743,3.30148,3.88447,2.68995,1534,1.88963,2.29958,1.45963,878,0.93406,1.17711,0.6791,434
6,abw,1956,17.42421,16.82121,18.05922,8380,43.81836,42.91931,44.76729,21074,11.74575,11.7293,11.76721,5649,9.46272,9.26468,9.66562,4551,26.79752,27.50122,26.06143,12888,16.48023,16.29657,16.66808,7926,14.6484,14.3688,14.94087,7045,3.44742,4.03449,2.84608,1658,1.9649,2.38328,1.53578,945,0.97309,1.22011,0.72322,468
7,abw,1957,17.11661,16.52424,17.73425,8515,43.80767,42.85039,44.80168,21793,11.93238,11.95211,11.90769,5936,9.44178,9.26633,9.6247,4697,26.45386,27.15315,25.72062,13160,16.69447,16.54393,16.86376,8305,14.75868,14.37404,15.15973,7342,3.61027,4.19801,3.00156,1796,2.06043,2.48887,1.6178,1025,1.02519,1.27988,0.76373,510
8,abw,1958,16.7769,16.15957,17.41907,8624,43.69893,42.68754,44.75167,22463,12.10801,12.15117,12.06363,6224,9.48175,9.36438,9.60806,4874,26.1964,26.88681,25.48397,13466,16.85083,16.72075,16.98667,8662,14.81402,14.37679,15.26896,7615,3.77597,4.35961,3.17756,1941,2.16715,2.60355,1.72168,1114,1.07968,1.34377,0.80927,555
9,abw,1959,16.40336,15.74678,17.08385,8701,43.44883,42.40258,44.53701,23047,12.25021,12.27219,12.23127,6498,9.61654,9.54956,9.68596,5101,26.06704,26.72618,25.38007,13827,16.92557,16.8136,17.04162,8978,14.79526,14.38361,15.2219,7848,3.94578,4.51548,3.35918,2093,2.27358,2.71522,1.81972,1206,1.12737,1.40391,0.84459,598
10,abw,1960,16.02879,15.34944,16.72878,8753,43.12921,42.03723,44.26101,23552,12.36998,12.32132,12.42454,6755,9.83556,9.82249,9.85317,5371,26.02,26.65899,25.36707,14209,16.90412,16.82569,16.99337,9231,14.73044,14.36647,15.1077,8044,4.11112,4.6736,3.53656,2245,2.37694,2.82649,1.91548,1298,1.18847,1.47625,0.89439,649
11,abw,1961,15.6797,15.02114,16.35741,8751,42.94852,41.7618,44.1763,23970,12.56204,12.39958,12.73377,7011,10.03207,10.07752,9.9887,5599,25.98054,26.60324,25.3363,14500,16.78164,16.74771,16.82403,9366,14.70678,14.34109,15.08512,8208,4.2626,4.8203,3.68926,2379,2.46546,2.92459,1.99045,1376,1.25244,1.55391,0.94054,699
12,abw,1962,15.3382,14.73629,15.95665,8694,42.85311,41.54407,44.20199,24290,12.82065,12.53296,13.11775,7267,10.17254,10.27065,10.07429,5766,25.92887,26.57876,25.25213,14697,16.61374,16.6204,16.60984,9417,14.69426,14.27481,15.12759,8329,4.43351,4.98612,3.86893,2513,2.56342,3.02915,2.08879,1453,1.32317,1.64122,1.00133,750
13,abw,1963,14.98565,14.45342,15.54006,8613,42.66029,41.27593,44.09683,24519,13.04915,12.69423,13.42016,7500,10.32449,10.44904,10.1996,5934,25.96259,26.65138,25.2442,14922,16.43845,16.47272,16.40006,9448,14.62549,14.12828,15.13661,8406,4.6194,5.1612,4.06285,2655,2.66725,3.12821,2.19422,1533,1.39887,1.72496,1.06526,804
14,abw,1964,14.60346,14.11228,15.11465,8496,42.35794,40.94691,43.82341,24643,13.22493,12.86777,13.5976,7694,10.48163,10.57829,10.37822,6098,26.12843,26.86507,25.37053,15201,16.21403,16.27325,16.16331,9433,14.52955,13.96686,15.11116,8453,4.81969,5.3534,4.27153,2804,2.77081,3.22624,2.30006,1612,1.47135,1.80588,1.12556,856
15,abw,1965,14.1676,13.69707,14.6544,8328,41.93801,40.52552,43.39929,24652,13.36123,13.02092,13.71342,7854,10.66313,10.69121,10.63447,6268,26.39584,27.17992,25.58292,15516,15.96747,16.04351,15.88943,9386,14.40917,13.80753,15.03148,8470,5.04066,5.57322,4.5008,2963,2.88354,3.33724,2.42164,1695,1.54129,1.89121,1.1866,906
16,abw,1966,13.68504,13.23046,14.15195,8114,41.40763,40.00332,42.85714,24551,13.48097,13.12759,13.84668,7993,10.91397,10.8379,10.99297,6471,26.67859,27.52945,25.7966,15818,15.70559,15.80886,15.59595,9312,14.24162,13.64526,14.85851,8444,5.2976,5.82379,4.75733,3141,3.01901,3.47105,2.55531,1790,1.61913,1.97777,1.25193,960
17,abw,1967,13.13968,12.70287,13.59164,7821,40.72612,39.32503,42.17234,24241,13.50089,13.09953,13.91281,8036,11.1337,10.9609,11.3127,6627,27.05554,27.96086,26.11726,16104,15.46823,15.6249,15.30682,9207,14.08555,13.52263,14.6679,8384,5.62481,6.13162,5.10113,3348,3.1921,3.63931,2.72994,1900,1.70693,2.07252,1.3291,1016
18,abw,1968,12.54897,12.12953,12.98608,7463,39.94888,38.52871,41.41729,23758,13.47043,13.00609,13.95055,8011,11.24077,11.03467,11.45388,6685,27.53107,28.43676,26.5912,16373,15.26458,15.50013,15.02103,9078,13.92948,13.39309,14.48066,8284,6.01806,6.49643,5.52002,3579,3.40838,3.8403,2.95838,2027,1.80424,2.17319,1.42276,1073
19,abw,1969,11.97876,11.58258,12.39242,7107,39.19097,37.7478,40.6954,23252,13.54627,13.01797,14.09663,8037,11.31805,11.11516,11.52831,6715,27.99764,28.89677,27.06855,16611,15.09017,15.40145,14.779,8953,13.66594,13.14725,14.20636,8108,6.40148,6.8554,5.9356,3798,3.64908,4.07412,3.21298,2165,1.91303,2.28403,1.53276,1135
20,abw,1970,11.46753,11.08672,11.86131,6778,38.42926,36.95905,39.94629,22714,13.69742,13.11579,14.29555,8096,11.43877,11.21977,11.66162,6761,28.43366,29.32508,27.51343,16806,14.94772,15.30453,14.57444,8835,13.2643,12.75654,13.78942,7840,6.75735,7.19156,6.31456,3994,3.90992,4.32758,3.48437,2311,2.03871,2.40495,1.66644,1205
21,abw,1971,11.04121,10.67932,11.41918,6494,37.62072,36.16133,39.13119,22127,13.83297,13.21883,14.46867,8136,11.64479,11.38103,11.91762,6849,28.81019,29.71564,27.87124,16945,14.8463,15.23039,14.44444,8732,12.74653,12.26317,13.24334,7497,7.08651,7.50827,6.64936,4168,4.19614,4.59785,3.77985,2468,2.18988,2.54285,1.82416,1288
22,abw,1972,10.70937,10.35956,11.0719,6303,36.69017,35.26859,38.16345,21594,13.80172,13.17397,14.45229,8123,11.93951,11.61152,12.27943,7027,29.18529,30.09381,28.24372,17177,14.82627,15.23053,14.40731,8726,12.17908,11.73505,12.63926,7168,7.36216,7.80222,6.90956,4333,4.46181,4.86429,4.04816,2626,2.33795,2.68754,1.97564,1376
23,abw,1973,10.4506,10.10619,10.80413,6204,35.61695,34.24526,37.03882,21144,13.5366,12.91806,14.17785,8036,12.189,11.79662,12.5991,7236,29.63025,30.4939,28.72979,17590,14.97178,15.40243,14.52792,8888,11.62975,11.22101,12.05683,6904,7.59875,8.06841,7.11123,4511,4.70311,5.11429,4.27635,2792,2.48126,2.83172,2.11758,1473
24,abw,1974,10.25355,9.91665,10.60714,6155,34.47225,33.16882,35.83053,20693,13.10055,12.51512,13.7091,7864,12.3659,11.89737,12.85292,7423,30.10928,30.92335,29.26307,18074,15.24622,15.69864,14.77593,9152,11.11814,10.73705,11.51429,6674,7.80802,8.32162,7.28434,4687,4.93603,5.36035,4.50515,2963,2.63377,2.99395,2.26616,1581
25,abw,1975,10.13588,9.79594,10.48951,6154,33.3509,32.11288,34.63892,20249,12.56197,12.02376,13.12197,7627,12.49115,11.96242,13.03792,7584,30.62176,31.36381,29.84131,18592,15.55135,16.00478,15.07867,9442,10.65305,10.29317,11.02743,6468,7.99308,8.55934,7.4099,4853,5.16512,5.60506,4.71356,3136,2.79503,3.17061,2.40721,1697
26,abw,1976,10.10737,9.76156,10.46849,6185,32.18669,30.99696,33.42238,19696,11.89188,11.40342,12.39857,7277,12.42462,11.8515,13.02301,7603,31.23233,31.91551,30.52059,19112,15.97405,16.42503,15.51074,9775,10.18744,9.83197,10.55531,6234,8.18721,8.81421,7.53665,5010,5.41238,5.87934,4.92871,3312,2.96603,3.35734,2.55785,1815
27,abw,1977,10.1326,9.77527,10.50617,6228,31.0567,29.90514,32.25731,19089,11.12666,10.68564,11.58774,6839,12.15,11.55144,12.77913,7468,31.89132,32.51528,31.22899,19602,16.50207,16.93723,16.05378,10143,9.79745,9.44423,10.1634,6022,8.40153,9.09728,7.68412,5164,5.66664,6.1752,5.1416,3483,3.15627,3.56506,2.73553,1940
28,abw,1978,10.1623,9.78977,10.5525,6274,30.13865,28.9862,31.34244,18607,10.37773,9.95441,10.82112,6407,11.76747,11.17971,12.37978,7265,32.45327,33.02305,31.84984,20036,17.03327,17.45187,16.59813,10516,9.59863,9.24202,9.96883,5926,8.61058,9.36234,7.83644,5316,5.88778,6.43997,5.31936,3635,3.36746,3.78989,2.93162,2079
29,abw,1979,10.19095,9.80503,10.5959,6319,29.42457,28.25916,30.64745,18245,9.68616,9.26958,10.12328,6006,11.33116,10.78774,11.90138,7026,32.88391,33.37428,32.36937,20390,17.57088,18.00687,17.12001,10895,9.54746,9.18454,9.92828,5920,8.7927,9.58455,7.9684,5452,6.05909,6.63958,5.45328,3757,3.57546,4.00013,3.13316,2217
30,abw,1980,10.20765,9.80914,10.62323,6356,28.92543,27.74766,30.16009,18011,9.12361,8.71541,9.55267,5681,10.82275,10.33251,11.33803,6739,33.18933,33.54853,32.81507,20666,18.11875,18.60917,17.60656,11282,9.59417,9.2231,9.98419,5974,8.94535,9.7684,8.08683,5570,6.20072,6.79746,5.58008,3861,3.78852,4.22451,3.33355,2359
31,abw,1981,10.20698,9.80044,10.63558,6391,28.69646,27.52094,29.93244,17968,8.84786,8.45241,9.26473,5540,10.09998,9.6728,10.55031,6324,33.50209,33.71003,33.2907,20977,18.60606,19.17437,18.01128,11650,9.64161,9.26808,10.03214,6037,9.09541,9.9312,8.21855,5695,6.40592,7.04524,5.73593,4011,4.03584,4.53286,3.51568,2527
32,abw,1982,10.21769,9.80889,10.64862,6449,28.48248,27.33335,29.69375,17977,8.69985,8.32073,9.09949,5491,9.31618,8.92896,9.7276,5880,34.05951,34.17827,33.93758,21497,18.92864,19.52823,18.29987,11947,9.56493,9.20374,9.94565,6037,9.21636,10.04045,8.35747,5817,6.62431,7.32965,5.88733,4181,4.2414,4.80719,3.65151,2677
33,abw,1983,10.2492,9.84415,10.67883,6527,28.17863,27.06145,29.36114,17945,8.50777,8.14477,8.89312,5418,8.64909,8.26725,9.05106,5508,34.70628,34.80511,34.60224,22102,19.1778,19.80159,18.53081,12213,9.42167,9.07254,9.7892,6000,9.29133,10.07992,8.46764,5917,6.75062,7.4987,5.96635,4299,4.35438,4.9481,3.73259,2773
34,abw,1984,10.28298,9.87654,10.70698,6599,27.90071,26.8108,29.04948,17905,8.32113,7.97604,8.68704,5340,8.01882,7.64763,8.40897,5146,35.19961,35.28249,35.1157,22589,19.55153,20.18792,18.88903,12547,9.2966,8.95822,9.65546,5966,9.33088,10.08332,8.54321,5988,6.81429,7.58682,6.0055,4373,4.4317,5.02646,3.80977,2844
35,abw,1985,10.30894,9.90669,10.73051,6647,27.53652,26.4754,28.64542,17755,8.05546,7.72843,8.39821,5194,7.43199,7.08313,7.79765,4792,35.63076,35.70044,35.55019,22974,20.09057,20.69498,19.45601,12954,9.17212,8.84028,9.5167,5914,9.31636,10.04908,8.55391,6007,6.83334,7.62542,6.00871,4406,4.51007,5.0927,3.90201,2908
36,abw,1986,10.30781,9.91305,10.72051,6654,27.05839,26.03993,28.12312,17467,7.67431,7.37116,7.99125,4954,6.89201,6.57436,7.22414,4449,36.02621,36.11052,35.93052,23256,20.75194,21.2773,20.2016,13396,9.07626,8.75572,9.41135,5859,9.27765,10.00091,8.53013,5989,6.84244,7.64383,6.01325,4417,4.6365,5.24434,4.00672,2993
37,abw,1987,10.28394,9.90457,10.6793,6628,26.52754,25.56528,27.53669,17097,7.21955,6.94444,7.50943,4653,6.36618,6.07525,6.66624,4103,36.37083,36.51228,36.21897,23441,21.47091,21.8788,21.05113,13838,9.02405,8.71627,9.34796,5816,9.26455,9.97751,8.5333,5971,6.88285,7.66776,6.07348,4436,4.79286,5.4583,4.10816,3089
38,abw,1988,10.21576,9.85421,10.59155,6572,26.08189,25.16469,27.03208,16779,6.82087,6.56643,7.08534,4388,5.8851,5.61486,6.16599,3786,36.5277,36.76955,36.27948,23499,22.18802,22.46249,21.90274,14274,9.04527,8.74405,9.35519,5819,9.3204,9.99451,8.62288,5996,6.93745,7.66439,6.18501,4463,4.9058,5.59656,4.19097,3156
39,abw,1989,10.03158,9.68321,10.39334,6480,26.00471,25.10641,26.93751,16798,6.73571,6.49094,6.98987,4351,5.65515,5.39341,5.92688,3653,36.05486,36.36143,35.73794,23290,22.88996,23.0816,22.69501,14786,9.23741,8.93226,9.5543,5967,9.39687,10.0602,8.71842,6070,6.9091,7.58847,6.21077,4463,4.90278,5.60927,4.17626,3167
40,abw,1990,9.6786,9.33692,10.03692,6360,26.55984,25.64516,27.51078,17453,7.23764,6.99223,7.48968,4756,5.89847,5.63321,6.17418,3876,34.53098,34.773,34.28066,22691,23.55278,23.80526,23.29124,15477,9.6436,9.31601,9.98418,6337,9.4625,10.15532,8.74934,6218,6.75676,7.41935,6.0749,4440,4.74951,5.46595,4.01167,3121
41,abw,1991,9.16392,8.81784,9.5251,6219,27.69657,26.71322,28.72286,18796,8.38,8.11669,8.6548,5687,6.67659,6.38832,6.97744,4531,32.04645,32.05125,32.04746,21748,24.04957,24.56358,23.51613,16321,10.15266,9.77869,10.54296,6890,9.53083,10.28364,8.74514,6468,6.52039,7.18758,5.82407,4425,4.48249,5.19376,3.74018,3042
42,abw,1992,8.64628,8.29971,9.00996,6069,28.10292,27.06658,29.19039,19726,9.23325,8.93687,9.54425,6481,7.22305,6.93915,7.52095,5070,30.56189,30.41095,30.72319,21452,24.47715,25.17181,23.74821,17181,10.22339,9.83,10.63619,7176,9.63928,10.41707,8.8231,6766,6.36255,7.02819,5.66699,4466,4.31103,4.98595,3.60281,3026
43,abw,1993,8.23659,7.90048,8.59098,5960,27.52211,26.47764,28.62618,19915,9.48314,9.15798,9.82881,6862,7.30376,7.04957,7.57176,5285,30.48507,30.32017,30.66462,22059,24.91985,25.62943,24.17455,18032,9.80238,9.41918,10.2064,7093,9.77059,10.52858,8.97425,7070,6.33223,6.97148,5.66107,4582,4.25373,4.86577,3.61128,3078
44,abw,1994,7.91059,7.58124,8.25959,5910,26.84647,25.79286,27.96846,20057,9.63325,9.28012,10.0102,7197,7.40062,7.16237,7.65308,5529,30.51934,30.29373,30.75842,22801,25.33931,26.10506,24.53616,18931,9.30264,8.9315,9.69867,6950,9.89693,10.659,9.10043,7394,6.35256,6.97765,5.69845,4746,4.17749,4.73242,3.59772,3121
45,abw,1995,7.78456,7.44638,8.14468,5998,26.00909,24.95217,27.13463,20040,9.46139,9.09274,9.85399,7290,7.44971,7.22485,7.68922,5740,30.86437,30.5659,31.18553,23781,25.6366,26.4349,24.785,19753,8.76314,8.41305,9.13597,6752,10.04283,10.82721,9.21366,7738,6.40753,7.0285,5.75218,4937,4.08696,4.59923,3.54454,3149
46,abw,1996,7.83585,7.46818,8.22852,6223,25.14953,24.09665,26.27139,19973,9.00185,8.64827,9.37948,7149,7.41781,7.19023,7.66086,5891,31.41267,31.09914,31.75273,24947,25.81185,26.58361,24.98763,20499,8.31182,7.9802,8.66339,6601,10.20814,11.03769,9.33521,8107,6.47217,7.09514,5.81725,5140,3.98655,4.4814,3.46588,3166
47,abw,1997,7.91126,7.51134,8.34219,6476,24.47775,23.43868,25.5984,20037,8.53185,8.21759,8.87101,6984,7.32244,7.06019,7.60336,5994,31.7782,31.524,32.0505,26013,26.05732,26.76446,25.30489,21330,8.03465,7.70975,8.3852,6577,10.36307,11.21977,9.45043,8483,6.5577,7.16412,5.91316,5368,3.90432,4.38161,3.39811,3196
48,abw,1998,7.96041,7.53296,8.4196,6715,23.97842,22.93765,25.09652,20227,8.11333,7.83739,8.40977,6844,7.18511,6.89892,7.49256,6061,31.9329,31.76158,32.11695,26937,26.41574,27.03717,25.74815,22283,7.90469,7.5673,8.26715,6668,10.48782,11.36925,9.5532,8847,6.66232,7.2766,6.01225,5620,3.90018,4.36733,3.40571,3290
49,abw,1999,7.93282,7.4939,8.40826,6891,23.6085,22.55272,24.75129,20508,7.78662,7.52941,8.06629,6764,7.01762,6.72586,7.33451,6096,31.90395,31.8202,31.99732,27714,26.86175,27.40733,26.27224,23334,7.88907,7.52941,8.27674,6853,10.60932,11.50499,9.64703,9216,6.77357,7.42286,6.07662,5884,3.94857,4.41509,3.44844,3430
50,abw,2000,7.75637,7.32456,8.22263,6911,23.25563,22.17467,24.42276,20721,7.63067,7.36346,7.91913,6799,6.96962,6.68914,7.27243,6210,31.54061,31.47896,31.61114,28103,27.44638,27.96473,26.88581,24455,7.8686,7.48665,8.281,7011,10.78776,11.69466,9.81019,9612,6.92024,7.60336,6.18215,6166,4.02689,4.49545,3.52298,3588
51,abw,2001,7.4605,7.05414,7.90109,6766,22.87989,21.77922,24.07327,20750,7.60715,7.31909,7.91947,6899,6.97644,6.71287,7.2622,6327,30.85863,30.80885,30.9103,27986,28.23213,28.74857,27.67219,25604,7.81224,7.40599,8.25271,7085,11.05512,11.95472,10.08434,10026,7.15065,7.86383,6.382,6485,4.13602,4.5996,3.63799,3751
52,abw,2002,7.14091,6.75503,7.56314,6554,22.50357,21.37944,23.72924,20654,7.6007,7.28816,7.94084,6976,6.94588,6.68186,7.23549,6375,30.08793,30.08718,30.08874,27615,29.10079,29.61259,28.54608,26709,7.76196,7.33625,8.22526,7124,11.36074,12.2452,10.40046,10427,7.42637,8.17043,6.61889,6816,4.27866,4.7396,3.77929,3927
53,abw,2003,6.81438,6.44148,7.22133,6317,22.10332,20.95754,23.3492,20490,7.59754,7.25803,7.9658,7043,6.95354,6.68128,7.2484,6446,29.33194,29.33807,29.32299,27191,29.92524,30.44817,29.35683,27741,7.69139,7.25803,8.16207,7130,11.68812,12.56874,10.72935,10835,7.70218,8.47563,6.86038,7140,4.4595,4.94894,3.92763,4134
54,abw,2004,6.47958,6.1174,6.87594,6061,21.66774,20.51885,22.92726,20268,7.59461,7.23653,7.98872,7104,6.95959,6.6698,7.27672,6510,28.63588,28.63719,28.6322,26786,30.68313,31.22327,30.09202,28701,7.59354,7.16492,8.0626,7103,12.05581,12.95497,11.06957,11277,7.99444,8.79146,7.12223,7478,4.64935,5.19058,4.05705,4349
55,abw,2005,6.31648,5.94973,6.71859,5968,21.35728,20.17444,22.65637,20179,7.58126,7.1842,8.01882,7163,6.89965,6.57911,7.2511,6519,28.00504,28.02242,27.98376,26460,31.28605,31.83713,30.68184,29560,7.45954,7.04051,7.91897,7048,12.45409,13.38892,11.43136,11767,8.28615,9.10673,7.39089,7829,4.85167,5.43975,4.2091,4584
56,abw,2006,6.35943,5.97209,6.78423,6080,21.2403,19.9996,22.60095,20307,7.58321,7.13772,8.07177,7250,6.78305,6.42594,7.17466,6485,27.41878,27.5032,27.32776,26214,31.70408,32.25168,31.10044,30311,7.29766,6.8898,7.74495,6977,12.85589,13.82558,11.80057,12291,8.5413,9.379,7.63089,8166,5.05931,5.68618,4.37806,4837
57,abw,2007,6.43062,6.02338,6.87959,6224,21.1826,19.90284,22.58889,20502,7.60433,7.13721,8.119,7360,6.73231,6.32554,7.18078,6516,26.79079,26.93933,26.62998,25930,32.0198,32.58156,31.40777,30991,7.14765,6.74224,7.5903,6918,13.27348,14.25666,12.19692,12847,8.78114,9.61964,7.86332,8499,5.2755,5.93254,4.55678,5106
58,abw,2008,6.49516,6.06959,6.96002,6365,21.13045,19.82954,22.558,20707,7.59521,7.1306,8.10718,7443,6.79109,6.32119,7.30674,6655,26.08984,26.26385,25.8989,25567,32.28907,32.88149,31.64113,31642,7.04008,6.62935,7.4908,6899,13.70158,14.70978,12.5931,13427,9.02894,9.88064,8.0922,8848,5.48084,6.17686,4.71706,5371
59,abw,2009,6.5224,6.09026,6.99696,6471,21.05189,19.74422,22.49006,20886,7.54344,7.09374,8.0373,7484,6.9538,6.42732,7.53193,6899,25.36488,25.52437,25.18608,25165,32.47893,33.11119,31.79185,32223,6.98605,6.56022,7.45581,6931,14.15353,15.20253,13.00643,14042,9.29928,10.17354,8.34391,9226,5.69185,6.42539,4.88878,5647
60,abw,2010,6.43207,6.01136,6.89331,6454,20.74925,19.46879,22.15513,20820,7.42966,7.00404,7.89837,7455,7.18849,6.64012,7.78971,7213,24.84926,24.89902,24.79418,24934,32.54602,33.21774,31.80868,32657,6.88751,6.4534,7.36345,6911,14.66798,15.78005,13.45439,14718,9.60923,10.53083,8.60462,9642,5.92081,6.70681,5.06498,5941
61,abw,2011,6.29097,5.88713,6.73194,6372,20.22451,18.96565,21.60556,20485,7.19039,6.77237,7.64899,7283,7.27529,6.75538,7.84772,7369,24.67716,24.59985,24.76246,24995,32.54087,33.23141,31.78628,32960,6.74315,6.30615,7.22463,6830,15.28414,16.4496,14.00211,15481,9.98341,10.95508,8.91382,10112,6.16361,6.99132,5.2539,6243
62,abw,2012,6.18047,5.78534,6.61499,6311,19.73715,18.46298,21.1404,20154,6.91496,6.4828,7.3902,7061,7.11572,6.63987,7.639,7266,24.6778,24.55123,24.81905,25199,32.49569,33.17876,31.74864,33182,6.64173,6.19484,7.13522,6782,15.97266,17.16904,14.65907,16310,10.40426,11.42296,9.28401,10624,6.40179,7.25505,5.46554,6537
63,abw,2013,6.05268,5.66048,6.48313,6227,19.34876,18.05275,20.77381,19906,6.73212,6.28139,7.22914,6926,6.84584,6.40001,7.33951,7043,24.73367,24.57695,24.90241,25446,32.37072,33.04172,31.6308,33303,6.56396,6.11087,7.06154,6753,16.70295,17.93042,15.35349,17184,10.85731,11.92519,9.68177,11170,6.64658,7.52692,5.67989,6838
64,abw,2014,5.91444,5.52543,6.34466,6127,19.04647,17.74167,20.48952,19731,6.64131,6.17429,7.15781,6880,6.53706,6.09709,7.02364,6772,24.79101,24.61078,24.99238,25682,32.16692,32.8401,31.42445,33323,6.49072,6.04195,6.98705,6724,17.45951,18.71772,16.07408,18087,11.33367,12.44417,10.11161,11741,6.90291,7.81023,5.90555,7151
65,abw,2015,5.78091,5.39141,6.21283,6027,18.80066,17.48742,20.25693,19601,6.61442,6.13555,7.14748,6896,6.26529,5.81272,6.76715,6532,24.79258,24.58415,25.02529,25848,31.90098,32.58554,31.14303,33259,6.40533,5.96046,6.89662,6678,18.24242,19.53564,16.80963,19019,11.84956,12.98789,10.58871,12354,7.18129,8.11629,6.14607,7487
66,abw,2016,5.64296,5.25315,6.07654,5918,18.57181,17.25699,20.03424,19477,6.61365,6.12777,7.15609,6936,6.09207,5.61531,6.62236,6389,24.70679,24.45314,24.98892,25911,31.58648,32.29393,30.7996,33126,6.3152,5.87607,6.80161,6623,19.0438,20.37882,17.55891,19972,12.40155,13.55208,11.12185,13006,7.47468,8.44198,6.39879,7839
67,abw,2017,5.49322,5.10334,5.92814,5792,18.33477,17.02254,19.79858,19332,6.61141,6.12329,7.1559,6971,6.0433,5.54047,6.6022,6372,24.52508,24.20895,24.87813,25859,31.23702,31.9746,30.41507,32936,6.23014,5.7959,6.71455,6569,19.85982,21.25524,18.31003,20940,12.98381,14.14977,11.68776,13690,7.79029,8.79999,6.6664,8214
68,abw,2018,5.34437,4.95396,5.78099,5663,18.06969,16.76231,19.53384,19147,6.59104,6.10351,7.13629,6984,6.10502,5.58505,6.68652,6469,24.25964,23.86699,24.70315,25706,30.86484,31.63851,30.0064,32705,6.13427,5.70484,6.61656,6500,20.70082,22.1525,19.07808,21935,13.61054,14.78323,12.3016,14422,8.1416,9.18387,6.97637,8627
69,abw,2019,5.18968,4.79788,5.63083,5524,17.76648,16.46283,19.2297,18911,6.54441,6.06179,7.08735,6966,6.25129,5.72404,6.84028,6654,23.93886,23.44367,24.49191,25481,30.4889,31.30622,29.5748,32453,6.03239,5.60316,6.51152,6421,21.5554,23.06325,19.8673,22944,14.27162,15.45668,12.94533,15191,8.52295,9.59043,7.33044,9072
70,abw,2020,4.96036,4.57666,5.39125,5287,17.35047,16.06265,18.79668,18493,6.4784,5.99933,7.01639,6905,6.43336,5.90708,7.02436,6857,23.69564,23.06955,24.39704,25256,30.11962,30.97937,29.15297,32103,5.91171,5.48667,6.38904,6301,22.4009,23.98311,20.62895,23876,14.93737,16.17618,13.55082,15921,8.93934,10.03672,7.71146,9528
