,geo,time,"Population aged 0-4, both sexes (%)","Population aged 0-4, female (%)","Population aged 0-4, male (%)","Population aged 0-4, total number","Population aged 0-14, both sexes (%)","Population aged 0-14, female (%)","Population aged 0-14, male (%)","Population aged 0-14, total number","Population aged 10-14, both sexes (%)","Population aged 10-14, female (%)","Population aged 10-14, male (%)","Population aged 10-14, total number","Population aged 15-19, both sexes (%)","Population aged 15-19, female (%)","Population aged 15-19, male (%)","Population aged 15-19, total number","Population aged 20-39, both sexes (%)","Population aged 20-39, female (%)","Population aged 20-39, male (%)","Population aged 20-39, total number","Population aged 40-59, both sexes (%)","Population aged 40-59, female (%)","Population aged 40-59, male (%)","Population aged 40-59, total number","Population aged 5-9, both sexes (%)","Population aged 5-9, female (%)","Population aged 5-9, male (%)","Population aged 5-9, total number","Population aged 60+, both sexes (%)","Population aged 60+, female (%)","Population aged 60+, male (%)","Population aged 60+, total number","Population aged 65+, both sexes (%)","Population aged 65+, female (%)","Population aged 65+, male (%)","Population aged 65+, total number","Population aged 70+, both sexes (%)","Population aged 70+, female (%)","Population aged 70+, male (%)","Population aged 70+, total number"
505,aia,2002,9.28382,9.14901,9.42345,1085,27.22683,26.92566,27.53876,3182,9.23248,9.14901,9.31893,1079,8.75332,8.6781,8.83121,1023,33.13939,33.08106,33.23463,3873,21.36562,20.75345,22.01707,2497,8.71053,8.62765,8.79638,1018,9.55763,10.66263,8.44801,1117,7.10191,7.97175,6.23585,830,4.61196,5.44904,3.77983,539
506,aia,2003,8.96918,8.77048,9.17353,1065,26.31801,25.94738,26.71468,3125,8.75863,8.65464,8.88203,1040,8.81758,8.82012,8.83059,1047,33.11437,33.0465,33.23045,3932,22.25029,21.67797,22.89095,2642,8.5902,8.52226,8.65912,1020,9.54186,10.59077,8.45336,1133,7.04059,7.94307,6.10425,836,4.6067,5.39467,3.78944,547
507,aia,2004,8.61783,8.3998,8.84388,1040,25.5469,25.08546,26.00844,3083,8.36095,8.20446,8.50633,1009,8.73384,8.77421,8.69198,1054,33.07922,33.01319,33.16456,3992,23.22672,22.74133,23.74684,2803,8.56811,8.4812,8.65823,1034,9.44647,10.43464,8.47257,1140,6.94398,7.92772,5.97468,838,4.59065,5.38825,3.79747,554
508,aia,2005,8.23347,8.04101,8.43293,1010,24.92867,24.47541,25.39841,3058,8.03783,7.89684,8.18393,986,8.52694,8.50553,8.56574,1046,32.99095,33.06103,32.93493,4047,24.08087,23.69053,24.51859,2954,8.65737,8.53756,8.78154,1062,9.48887,10.31555,8.64874,1164,6.92101,7.89684,5.92629,849,4.61401,5.38203,3.83466,566
509,aia,2006,7.94707,7.78198,8.11826,991,24.46672,24.07057,24.89383,3051,7.8348,7.71897,7.95492,977,8.19567,8.04978,8.33061,1022,32.87089,33.06553,32.6854,4099,24.78749,24.38563,25.20418,3091,8.68484,8.56963,8.82065,1083,9.71131,10.45999,8.96766,1211,6.92863,7.8765,5.97844,864,4.6672,5.45054,3.87128,582
510,aia,2007,7.8337,7.66729,8.00643,993,24.15589,23.77633,24.54984,3062,7.7627,7.6518,7.87781,984,7.75481,7.57435,7.94212,983,32.74692,32.9461,32.58842,4151,25.46545,25.15489,25.81994,3228,8.55948,8.45725,8.66559,1085,9.89271,10.5948,9.18006,1254,6.97381,7.88414,6.02894,884,4.67813,5.49876,3.82637,593
511,aia,2008,7.78898,7.61963,7.96586,1004,23.93328,23.59037,24.30852,3085,7.78898,7.68059,7.90264,1004,7.37781,7.17769,7.58653,951,32.51358,32.71868,32.3376,4191,26.13654,25.92198,26.39482,3369,8.35531,8.29016,8.44002,1077,10.06206,10.66748,9.43575,1297,7.06749,7.89393,6.21147,911,4.64701,5.48613,3.77746,599
512,aia,2009,7.7932,7.56781,8.01242,1022,23.79137,23.42275,24.17702,3120,7.87708,7.76263,7.99689,1033,7.09928,6.89345,7.32919,931,32.11072,32.29432,31.90994,4211,26.78817,26.64469,26.94099,3513,8.12109,8.09231,8.1677,1065,10.23334,10.77476,9.68944,1342,7.09928,7.76263,6.42857,931,4.59814,5.37989,3.80435,603
513,aia,2010,7.82315,7.55189,8.11966,1044,23.70176,23.3034,24.1453,3163,7.94305,7.81687,8.08913,1060,6.91645,6.74223,7.09707,923,31.60734,31.78272,31.42552,4218,27.29112,27.23392,27.38095,3642,7.93556,7.93464,7.93651,1059,10.52079,11.02606,10.01221,1404,7.23117,7.75799,6.70024,965,4.60847,5.32902,3.87668,615
514,aia,2011,7.67927,7.38381,8.0006,1042,23.36945,22.94773,23.82168,3171,7.90773,7.7892,8.03062,1073,6.81701,6.70334,6.93485,925,31.2477,31.47531,31.04173,4240,27.71759,27.63863,27.82948,3761,7.78245,7.77472,7.79045,1056,10.87774,11.27841,10.47733,1476,7.43607,7.86159,7.00991,1009,4.61346,5.22658,3.99279,626
515,aia,2012,7.25017,6.91474,7.59957,970,23.37992,22.92704,23.88219,3128,8.31153,8.27718,8.36258,1112,7.35481,7.28098,7.44697,984,29.44166,29.46088,29.4369,3939,28.50736,28.45004,28.61285,3814,7.81822,7.73513,7.92004,1046,11.33867,11.96894,10.71265,1517,7.90044,8.54087,7.24859,1057,5.13491,5.85995,4.39493,687
516,aia,2013,6.76124,6.41972,7.13403,896,23.05312,22.53542,23.62569,3055,8.48928,8.51535,8.47746,1125,7.93842,7.85124,8.02965,1052,27.99577,27.83353,28.18098,3710,29.24842,29.23554,29.27733,3876,7.8026,7.60035,8.01421,1034,11.79445,12.60331,10.94812,1563,8.24027,9.03188,7.41198,1092,5.6067,6.41972,4.75602,743
517,aia,2014,6.40251,6.15011,6.66567,879,21.64032,21.16153,22.13956,2971,7.72088,7.71975,7.72207,1060,7.64076,7.53425,7.75182,1049,29.36121,29.45205,29.28136,4031,29.30294,29.32363,29.31111,4023,7.51693,7.29167,7.75182,1032,12.07663,12.57135,11.57566,1658,8.0268,8.59018,7.43937,1102,5.25894,5.85046,4.64217,722
518,aia,2015,6.038,5.89453,6.20155,858,20.45742,20.03037,20.93023,2907,7.06545,7.0265,7.1203,1004,7.19212,7.04031,7.36434,1022,30.64039,30.96356,30.33305,4354,29.26812,29.32082,29.22768,4159,7.35398,7.10933,7.60838,1045,12.45602,12.71397,12.20212,1770,7.99437,8.39315,7.59403,1136,4.97537,5.41137,4.52196,707
519,aia,2016,5.71229,5.58369,5.84629,818,19.96508,19.50185,20.462,2859,7.00419,6.93855,7.07258,1003,7.12291,6.95224,7.30073,1020,30.39106,30.68291,30.10124,4352,29.51117,29.5607,29.47383,4226,7.2486,6.97961,7.54313,1038,13.04469,13.35705,12.74775,1868,8.38687,8.79978,7.98517,1201,5.18156,5.62474,4.73407,742
520,aia,2017,5.46274,5.32247,5.60986,788,19.45927,18.96809,19.9745,2807,6.96014,6.85675,7.06899,1004,7.00867,6.87033,7.15399,1011,30.25997,30.50916,30.01842,4365,29.63605,29.65377,29.62176,4275,7.0364,6.78887,7.29565,1015,13.66378,14.05295,13.288,1971,8.76256,9.19212,8.34396,1264,5.35875,5.852,4.87321,773
521,aia,2018,5.32573,5.19238,5.46463,784,18.74873,18.27986,19.23717,2760,6.7115,6.56371,6.86546,988,6.63678,6.52377,6.75451,977,30.95578,31.26082,30.65187,4557,29.46811,29.47677,29.47295,4338,6.7115,6.52377,6.90707,988,14.21099,14.49874,13.9251,2092,9.00754,9.30635,8.71012,1326,5.33931,5.71162,4.96533,786
522,aia,2019,5.25535,5.1011,5.42999,779,18.36335,17.86705,18.90849,2722,6.75977,6.58121,6.95976,1002,6.48991,6.38298,6.60143,962,30.83047,31.06912,30.59537,4570,29.52169,29.54936,29.5204,4376,6.34824,6.18475,6.51874,941,14.80132,15.19757,14.41566,2194,9.45827,9.76609,9.16483,1402,5.5252,5.92044,5.14057,819
523,aia,2020,5.2011,5.02241,5.3879,772,18.0826,17.5323,18.67163,2684,6.95277,6.70973,7.20683,1032,6.48117,6.36699,6.60052,962,30.31732,30.3981,30.23288,4500,29.67055,29.71263,29.64035,4404,5.92872,5.80016,6.07689,880,15.47531,16.04271,14.89596,2297,10.03166,10.41392,9.64586,1489,5.89503,6.35381,5.41546,875
524,aia,2021,4.97409,4.72982,5.23182,720,18.15544,17.51785,18.85722,2628,7.44041,7.1958,7.71303,1077,7.019,6.92629,7.11754,1016,28.26252,28.00162,28.54105,4091,30.11399,30.23851,30.0156,4359,5.74093,5.59224,5.91238,831,16.44905,17.3831,15.51113,2381,10.98446,11.68306,10.27931,1590,6.75648,7.39792,6.11087,978
525,aia,2022,4.72496,4.41701,5.0508,670,18.00423,17.27023,18.78084,2553,7.7574,7.54458,7.98258,1100,7.7433,7.66804,7.83745,1098,26.31171,25.69273,26.98113,3731,30.56417,30.78189,30.34833,4334,5.52186,5.30864,5.74746,783,17.39774,18.65569,16.1103,2467,11.90409,12.94925,10.8418,1688,7.5952,8.4225,6.76343,1077
526,aia,2023,4.69119,4.41474,4.98358,676,17.127,16.4034,17.89233,2468,7.3213,7.12839,7.52535,1055,7.94587,7.84393,8.06797,1145,26.57183,25.89442,27.28831,3829,30.50659,30.78169,30.24418,4396,5.1145,4.86027,5.38341,737,17.86954,19.14405,16.55005,2575,12.19292,13.29823,11.05241,1757,7.80014,8.64048,6.9256,1124
527,aia,2024,4.67872,4.43704,4.93444,683,16.35156,15.65623,17.10137,2387,6.75435,6.56895,6.95051,986,8.04905,7.91472,8.19117,1175,26.70229,25.96935,27.4778,3898,30.45623,30.69953,30.22698,4446,4.91848,4.65023,5.21641,718,18.45458,19.82678,17.05907,2694,12.51541,13.72418,11.27873,1827,8.0559,8.94071,7.16199,1176
528,aia,2025,4.70532,4.48845,4.93568,693,15.66404,14.9835,16.40101,2307,6.15155,5.9802,6.34787,906,8.0459,7.86799,8.23546,1185,26.73819,25.967,27.58669,3938,30.3843,30.64026,30.13143,4475,4.80717,4.51485,5.11745,708,19.19473,20.64686,17.70134,2827,12.94134,14.27063,11.57718,1906,8.37181,9.32013,7.41051,1233
529,aia,2026,4.68381,4.48525,4.89433,694,15.14477,14.45246,15.87875,2244,5.71641,5.53443,5.90934,847,7.83559,7.61967,8.06452,1161,26.82054,26.00656,27.71135,3974,30.25579,30.54426,29.97775,4483,4.74455,4.43279,5.07508,703,19.9703,21.42951,18.42325,2959,13.45077,14.83279,11.99944,1993,8.69947,9.73115,7.60567,1289
530,aia,2027,4.63897,4.44038,4.85033,690,14.72368,14.01332,15.47949,2190,5.36507,5.14562,5.59867,798,7.50975,7.30051,7.73282,1117,26.94635,26.08071,27.89634,4008,30.07261,30.35131,29.80876,4473,4.71965,4.42732,5.03049,702,20.76778,22.33251,19.13803,3089,14.04464,15.47604,12.55543,2089,9.06952,10.21288,7.88525,1349
531,aia,2028,4.63962,4.42535,4.86793,692,14.36809,13.62749,15.17079,2143,5.0419,4.77678,5.3243,752,7.14046,6.93739,7.35721,1065,27.1874,26.29181,28.17038,4055,29.76869,30.0013,29.53948,4440,4.68656,4.42535,4.97856,699,21.56219,23.19406,19.84511,3216,14.64298,16.10048,13.11022,2184,9.44016,10.64688,8.15931,1408
532,aia,2029,4.63638,4.4257,4.86054,693,14.18345,13.44581,14.99586,2120,4.87723,4.59442,5.19194,729,6.63009,6.4244,6.84894,991,27.48378,26.54121,28.48661,4108,29.37044,29.5782,29.17702,4390,4.66983,4.4257,4.94339,698,22.359,24.08825,20.54681,3342,15.30742,16.85918,13.67026,2288,9.80799,11.12265,8.42309,1466
533,aia,2030,4.63377,4.41538,4.86628,694,14.07491,13.32384,14.87455,2108,4.76731,4.46718,5.08685,714,6.06263,5.8656,6.2724,908,27.74254,26.76421,28.7979,4155,29.01115,29.18555,28.85305,4345,4.67383,4.44128,4.92142,700,23.14215,24.92555,21.25724,3466,16.01789,17.64858,14.29556,2399,10.19563,11.61466,8.69865,1527
534,aia,2031,4.6321,4.41918,4.87335,695,13.97627,13.23168,14.78524,2097,4.70541,4.39333,5.03855,706,5.64516,5.4529,5.85077,847,27.85924,26.87686,28.92346,4180,28.60571,28.84094,28.4141,4292,4.63876,4.41918,4.87335,696,23.92695,25.67515,22.09526,3590,16.7622,18.42615,15.01927,2515,10.67049,12.14627,9.1272,1601
535,aia,2032,4.63801,4.42238,4.86799,697,13.90072,13.1769,14.68647,2089,4.67128,4.37081,4.99175,702,5.30343,5.07994,5.5418,797,27.91456,26.92109,28.9879,4195,28.20735,28.45539,27.94279,4239,4.59143,4.3837,4.82673,690,24.70721,26.43115,22.89604,3713,17.52728,19.26251,15.70407,2634,11.2124,12.72563,9.62596,1685
536,aia,2033,4.63911,4.42785,4.87838,698,13.87744,13.18059,14.64889,2088,4.64575,4.37637,4.94709,699,4.98471,4.71103,5.2769,750,27.94763,26.96615,29.02295,4205,27.74824,27.97014,27.53882,4175,4.59258,4.37637,4.82342,691,25.44862,27.2622,23.5674,3829,18.23076,20.06693,16.31167,2743,11.7174,13.28356,10.07283,1763
537,aia,2034,4.64051,4.42046,4.87637,699,13.86842,13.17142,14.62912,2089,4.63387,4.38191,4.91758,698,4.8264,4.53611,5.1511,727,27.83642,26.85685,28.91484,4193,27.32523,27.48651,27.17033,4116,4.59404,4.36906,4.83516,692,26.15681,28.01336,24.21703,3940,18.94045,20.83012,16.95055,2853,12.28839,13.90388,10.57692,1851
538,aia,2035,4.6214,4.39913,4.85863,697,13.85758,13.17173,14.60335,2090,4.64129,4.39913,4.89981,700,4.71423,4.41195,5.05078,711,27.63559,26.6128,28.75377,4168,26.95929,27.10017,26.84601,4066,4.59488,4.37348,4.84491,693,26.86646,28.7803,24.81471,4052,19.6592,21.61088,17.56794,2965,12.92932,14.63383,11.10349,1950
539,aia,2036,4.59275,4.36955,4.83185,693,13.81139,13.13429,14.53672,2084,4.61263,4.38237,4.8593,696,4.65902,4.34393,4.99657,703,27.39081,26.37109,28.49691,4133,26.65518,26.72988,26.60261,4022,4.606,4.38237,4.84557,695,27.51011,29.47207,25.43583,4151,20.35257,22.28344,18.29787,3071,13.56617,15.32547,11.69526,2047
540,aia,2037,4.55631,4.33222,4.79659,687,13.74851,13.08639,14.47224,2073,4.5762,4.35786,4.81034,690,4.63589,4.31941,4.97526,699,27.06592,26.09587,28.13359,4081,26.49556,26.45476,26.56679,3995,4.616,4.39631,4.86531,696,28.08065,30.12048,25.92084,4234,21.03064,22.98129,18.96647,3171,14.21276,16.0728,12.232,2143
541,aia,2038,4.50229,4.27087,4.7501,678,13.70609,13.03065,14.44307,2064,4.58198,4.36065,4.81895,690,4.60854,4.32218,4.91532,694,26.64852,25.71502,27.66075,4013,26.43602,26.24086,26.65565,3981,4.62182,4.39913,4.87402,696,28.64732,30.74259,26.39405,4314,21.76107,23.75273,19.61999,3277,14.88147,16.80133,12.81839,2241
542,aia,2039,4.44267,4.21323,4.68901,668,13.64725,12.96082,14.38422,2052,4.58899,4.36737,4.82692,690,4.61559,4.35453,4.89588,694,26.17717,25.29223,27.15488,3936,26.42325,26.08863,26.7963,3973,4.61559,4.38022,4.86829,694,29.17664,31.36802,26.85147,4387,22.42618,24.47013,20.24548,3372,15.52275,17.52087,13.39126,2334
543,aia,2040,4.38258,4.15488,4.62771,658,13.58066,12.87625,14.339,2039,4.59571,4.36069,4.84874,690,4.63567,4.39928,4.89018,696,25.6827,24.80062,26.63351,3856,26.42201,25.9326,26.95124,3967,4.60237,4.36069,4.86255,691,29.70561,32.05557,27.24133,4460,23.0385,25.17366,20.79016,3459,16.13827,18.21456,13.93839,2423
544,aia,2041,4.32638,4.09214,4.57878,649,13.51243,12.80401,14.28967,2027,4.60636,4.37524,4.86928,691,4.60636,4.37524,4.85544,691,25.22499,24.3598,26.18619,3784,26.40491,25.82679,27.05768,3961,4.57969,4.33664,4.84161,687,30.27132,32.72423,27.69401,4541,23.62509,25.81392,21.33075,3544,16.74555,18.81354,14.58016,2512
545,aia,2042,4.28228,4.05458,4.5272,642,13.45384,12.75582,14.21847,2017,4.62247,4.38924,4.88717,693,4.58244,4.35062,4.83179,687,24.77988,23.88982,25.75107,3715,26.3207,25.61462,27.08016,3946,4.54909,4.31201,4.8041,682,30.88314,33.41485,28.18773,4630,24.10619,26.32256,21.74997,3614,17.3159,19.35899,15.13222,2596
546,aia,2043,4.22761,4.00773,4.46416,633,13.37741,12.6933,14.12727,2003,4.63501,4.39433,4.89394,694,4.60162,4.36856,4.85235,689,24.25032,23.33763,25.24608,3631,26.26728,25.54124,27.06225,3933,4.51479,4.29124,4.76917,676,31.53009,34.12371,28.7675,4721,24.52414,26.79124,22.09899,3672,17.88553,19.97423,15.65229,2678
547,aia,2044,4.14993,3.93955,4.37682,620,13.2664,12.58073,14.00584,1982,4.63855,4.39163,4.90482,693,4.60509,4.37871,4.84924,688,23.69478,22.77189,24.73253,3540,26.24498,25.49729,27.06683,3921,4.47791,4.24955,4.72419,669,32.20884,34.86179,29.40114,4812,24.95984,27.33144,22.4538,3729,18.44043,20.589,16.15951,2755
548,aia,2045,4.07574,3.8601,4.30782,607,13.1404,12.44819,13.89934,1957,4.63976,4.39119,4.90729,691,4.61291,4.37824,4.86547,687,23.11824,22.15026,24.16004,3443,26.30766,25.49223,27.18528,3918,4.4249,4.19689,4.68423,659,32.85436,35.5829,29.94563,4893,25.43477,27.92746,22.77987,3788,18.96864,21.17876,16.61787,2825
549,aia,2046,3.99676,3.78315,4.22732,593,13.00128,12.29849,13.7598,1929,4.63032,4.38118,4.89922,687,4.6438,4.40718,4.89922,689,22.47759,21.48986,23.55823,3335,26.49457,25.65003,27.42161,3931,4.3742,4.13417,4.63326,649,33.41646,36.20645,30.43113,4958,25.92842,28.51014,23.1523,3847,19.47159,21.71087,17.06327,2889
550,aia,2047,3.92197,3.72208,4.13735,579,12.84969,12.18493,13.566,1897,4.61288,4.37508,4.86912,681,4.66707,4.42732,4.92542,689,21.83161,20.83061,22.93836,3223,26.74253,25.85869,27.70898,3948,4.31484,4.08776,4.55953,637,33.93619,36.77681,30.90346,5010,26.52577,29.2151,23.65607,3916,19.90788,22.20191,17.46411,2939
551,aia,2048,3.84013,3.63517,4.0617,564,12.67788,12.021,13.40221,1862,4.58228,4.34383,4.84008,673,4.68441,4.44882,4.93915,688,21.18881,20.1706,22.28984,3112,27.11922,26.1811,28.13473,3983,4.25546,4.04199,4.50042,625,34.3433,37.1916,31.29069,5044,27.18731,29.90814,24.27116,3993,20.31048,22.6378,17.80357,2983
552,aia,2049,3.76094,3.55825,3.97953,550,12.50684,11.84765,13.21774,1829,4.54732,4.30944,4.80387,665,4.71143,4.46758,4.97442,689,20.60996,19.59673,21.71688,3014,27.58479,26.59462,28.66686,4034,4.19858,3.97997,4.43434,614,34.62117,37.53295,31.50938,5063,27.80361,30.60095,24.81524,4066,20.6715,23.10227,18.06424,3023
553,aia,2050,3.69709,3.49669,3.91317,538,12.3282,11.69536,13.03913,1794,4.5011,4.27815,4.75578,655,4.72787,4.49007,4.98429,688,20.04535,19.0596,21.10825,2917,28.03738,27.01987,29.1631,4080,4.13002,3.92053,4.37018,601,34.89555,37.80132,31.77664,5078,28.36723,31.21854,25.30706,4128,21.0624,23.5894,18.33762,3065
554,aia,2051,3.63511,3.43771,3.84781,526,12.15619,11.52565,12.84996,1759,4.4575,4.23718,4.70926,645,4.72702,4.49034,4.98205,684,19.64064,18.64091,20.73223,2842,28.34831,27.34177,29.44724,4102,4.06358,3.85077,4.29289,588,35.14858,38.05463,32.04594,5086,28.8528,31.76549,25.743,4175,21.45819,24.07728,18.65039,3105
555,aia,2052,3.58037,3.39142,3.79838,515,11.99249,11.3807,12.68053,1725,4.41463,4.19571,4.66493,635,4.70662,4.46381,4.96823,677,19.35484,18.3378,20.46505,2784,28.59427,27.61394,29.69382,4113,3.9975,3.79357,4.21722,575,35.37264,38.28418,32.29347,5088,29.27558,32.23861,26.14096,4211,21.948,24.66488,19.06412,3157
556,aia,2053,3.52522,3.34457,3.73384,504,11.81367,11.20701,12.48002,1689,4.36455,4.14026,4.60555,624,4.6863,4.45044,4.93971,670,19.13688,18.09845,20.28185,2736,28.84521,27.86244,29.89975,4124,3.9239,3.72218,4.14064,561,35.54592,38.44909,32.45678,5082,29.57264,32.55563,26.38384,4228,22.48724,25.25961,19.52637,3215
557,aia,2054,3.48273,3.29715,3.6826,495,11.64427,11.03121,12.30454,1655,4.30592,4.08412,4.54479,612,4.65771,4.42334,4.91013,662,19.08816,18.019,20.23966,2713,28.92422,27.96472,29.97223,4111,3.85563,3.64993,4.07716,548,35.72082,38.61601,32.63189,5077,29.78963,32.80868,26.5673,4234,23.01414,25.84803,19.99123,3271
558,aia,2055,3.45413,3.276,3.66069,488,11.4949,10.89271,12.15819,1624,4.24689,4.02675,4.48398,600,4.62203,4.38165,4.88092,653,19.09683,18.04532,20.25875,2698,28.90713,27.91428,29.99118,4084,3.79388,3.58995,4.01353,536,35.9145,38.82064,32.81388,5074,29.99009,33.01938,26.75684,4237,23.48528,26.38548,20.39106,3318
559,aia,2056,3.43476,3.25818,3.63959,482,11.35181,10.77811,12.01361,1593,4.183,3.97305,4.42373,587,4.58918,4.35799,4.83799,644,19.12635,18.09183,20.28407,2684,28.83916,27.88012,29.90087,4047,3.73406,3.54688,3.95029,524,36.10062,38.98818,33.03743,5066,30.15749,33.17294,26.94186,4232,23.87943,26.8353,20.72792,3351
560,aia,2057,3.42402,3.2419,3.61984,477,11.22676,10.65392,11.87249,1564,4.11313,3.9069,4.34977,573,4.55818,4.32253,4.81156,635,19.1946,18.16293,20.30389,2674,28.70576,27.76392,29.71846,3999,3.68961,3.50513,3.90288,514,36.34341,39.15212,33.38299,5063,30.2778,33.29177,27.09668,4218,24.19783,27.18204,21.03381,3371
561,aia,2058,3.42535,3.25056,3.62819,474,11.11432,10.54688,11.75412,1538,4.04683,3.8365,4.27286,560,4.50932,4.28292,4.75262,624,19.28747,18.28962,20.38981,2669,28.45787,27.60882,29.41529,3938,3.64214,3.45982,3.85307,504,36.6527,39.34152,33.77811,5072,30.38011,33.35658,27.1964,4204,24.40382,27.3856,21.21439,3377
562,aia,2059,3.43498,3.26072,3.63774,472,11.0254,10.45678,11.65283,1515,3.98806,3.78074,4.21132,548,4.45382,4.2305,4.69434,612,19.3654,18.39775,20.42264,2661,28.193,27.35067,29.10189,3874,3.60236,3.41532,3.80377,495,37.00604,39.63457,34.21887,5085,30.49269,33.46451,27.33585,4190,24.54698,27.57554,21.3283,3373
563,aia,2060,3.45384,3.27149,3.64964,471,10.95549,10.39513,11.55718,1494,3.93048,3.72468,4.15146,536,4.38513,4.16372,4.62287,598,19.46909,18.52429,20.48358,2655,27.8287,27.02167,28.74088,3795,3.57117,3.39895,3.75608,487,37.39825,39.99434,34.65633,5100,30.6079,33.59298,27.43309,4174,24.67552,27.71562,21.44161,3365
564,aia,2061,3.46483,3.28196,3.66171,469,10.88948,10.34532,11.47541,1474,3.87116,3.68151,4.07538,524,4.31442,4.09532,4.55033,584,19.51832,18.60731,20.54543,2642,27.47488,26.66952,28.38977,3719,3.55349,3.38185,3.73832,481,37.81767,40.35388,35.13099,5119,30.74764,33.69007,27.62372,4162,24.77098,27.76826,21.58725,3353
565,aia,2062,3.48396,3.30935,3.67171,468,10.84642,10.31655,11.41623,1457,3.81895,3.64029,4.01111,513,4.25073,4.04317,4.48936,571,19.53398,18.60432,20.53379,2624,27.10489,26.28777,28.00062,3641,3.54351,3.36691,3.73342,476,38.30864,40.82014,35.62172,5146,30.96851,33.81295,27.92348,4160,24.86414,27.84173,21.67541,3340
566,aia,2063,3.49099,3.32318,3.6703,465,10.7958,10.28878,11.36858,1438,3.76126,3.5989,3.95023,501,4.18168,3.9762,4.4168,557,19.51201,18.58946,20.52877,2599,26.66667,25.83079,27.55832,3552,3.54354,3.36671,3.74806,472,38.86637,41.40183,36.15863,5177,31.25375,34.00087,28.32037,4163,24.92492,27.90596,21.74184,3320
567,aia,2064,3.50651,3.33968,3.68512,463,10.79218,10.2827,11.33762,1425,3.72614,3.5594,3.90466,492,4.11996,3.92559,4.34374,544,19.48652,18.55866,20.49553,2573,26.21175,25.35521,27.12874,3461,3.55953,3.38362,3.74784,470,39.4123,41.96572,36.74141,5204,31.55105,34.21708,28.7596,4166,24.96213,27.91856,21.85981,3296
568,aia,2065,3.51225,3.33924,3.69727,460,10.78109,10.26891,11.3288,1412,3.70314,3.53132,3.88687,485,4.062,3.87116,4.26608,532,19.47774,18.5727,20.49297,2551,25.70054,24.8227,26.67088,3366,3.5657,3.39835,3.74467,467,40.00916,42.53842,37.33607,5240,31.91571,34.50059,29.18313,4180,25.05154,27.96986,21.9624,3281
569,aia,2066,3.51229,3.34029,3.69603,456,10.77563,10.27438,11.32707,1399,3.68944,3.51924,3.87128,479,3.98983,3.80256,4.1899,518,19.44851,18.55055,20.42377,2525,25.14827,24.24694,26.12713,3265,3.5739,3.41485,3.75976,464,40.67627,43.24486,38.01179,5281,32.35,34.90904,29.67978,4200,25.19449,28.07933,22.16027,3271
570,aia,2067,3.51927,3.35692,3.69241,453,10.79863,10.29655,11.33408,1390,3.68241,3.50745,3.869,474,3.92324,3.73325,4.14192,505,19.38316,18.50068,20.3564,2495,24.56495,23.66401,25.57393,3162,3.59695,3.43218,3.77268,463,41.35333,43.89583,38.70605,5323,32.80764,35.33042,30.16536,4223,25.36513,28.14993,22.44341,3265
571,aia,2068,3.52416,3.35611,3.7031,450,10.81526,10.31131,11.36805,1381,3.68079,3.52316,3.86481,470,3.89224,3.70539,4.0912,497,19.32023,18.43584,20.27814,2467,23.97995,23.06758,24.96766,3062,3.61031,3.43204,3.80013,461,42.02365,44.54062,39.37581,5366,33.30723,35.83903,30.6436,4253,25.5854,28.24601,22.76843,3267
572,aia,2069,3.52346,3.35684,3.70129,446,10.839,10.33109,11.38105,1372,3.68937,3.52544,3.86434,467,3.86317,3.67872,4.06,489,19.23685,18.3783,20.16957,2435,23.42392,22.4862,24.44155,2965,3.62617,3.4488,3.81542,459,42.66867,45.187,40.04565,5401,33.82841,36.37339,31.1593,4282,25.85717,28.43348,23.15343,3273
573,aia,2070,3.52219,3.35602,3.69944,442,10.86142,10.37736,11.41072,1363,3.69751,3.5416,3.8803,464,3.83297,3.64986,4.04472,481,19.10909,18.26477,20.02631,2398,22.88629,21.97649,23.89017,2872,3.64172,3.47974,3.83098,457,43.31819,45.82431,40.72673,5436,34.38521,36.96257,31.7001,4315,26.16942,28.70399,23.52844,3284
574,aia,2071,3.5192,3.35413,3.69389,438,10.89507,10.40562,11.42952,1356,3.72007,3.55694,3.89266,463,3.81649,3.63495,4.00861,475,18.96192,18.14353,19.87742,2360,22.52933,21.63807,23.50505,2804,3.65579,3.49454,3.84297,455,43.81327,46.25585,41.27878,5453,35.0233,37.5819,32.36707,4359,26.55472,29.01716,24.00199,3305
575,aia,2072,3.50835,3.3538,3.67156,433,10.91395,10.42356,11.43191,1347,3.74332,3.57424,3.9219,462,3.81624,3.65297,3.98865,471,18.83001,18.02866,19.69292,2324,22.26544,21.35097,23.26435,2748,3.66229,3.49551,3.83845,452,44.21488,46.63832,41.68892,5457,35.70734,38.2302,33.06075,4407,27.01345,29.42844,24.48264,3334
576,aia,2073,3.49702,3.33704,3.66633,428,10.9241,10.42428,11.4699,1337,3.75848,3.59129,3.95224,460,3.82384,3.67075,3.98587,468,18.64531,17.84522,19.50891,2282,22.08514,21.1187,23.12479,2703,3.6686,3.49595,3.85133,449,44.56246,47.00461,42.01144,5454,36.38369,38.91626,33.73697,4453,27.51859,29.95392,24.97477,3368
