,geo,time,"Population aged 0-4, both sexes (%)","Population aged 0-4, female (%)","Population aged 0-4, male (%)","Population aged 0-4, total number","Population aged 0-14, both sexes (%)","Population aged 0-14, female (%)","Population aged 0-14, male (%)","Population aged 0-14, total number","Population aged 10-14, both sexes (%)","Population aged 10-14, female (%)","Population aged 10-14, male (%)","Population aged 10-14, total number","Population aged 15-19, both sexes (%)","Population aged 15-19, female (%)","Population aged 15-19, male (%)","Population aged 15-19, total number","Population aged 20-39, both sexes (%)","Population aged 20-39, female (%)","Population aged 20-39, male (%)","Population aged 20-39, total number","Population aged 40-59, both sexes (%)","Population aged 40-59, female (%)","Population aged 40-59, male (%)","Population aged 40-59, total number","Population aged 5-9, both sexes (%)","Population aged 5-9, female (%)","Population aged 5-9, male (%)","Population aged 5-9, total number","Population aged 60+, both sexes (%)","Population aged 60+, female (%)","Population aged 60+, male (%)","Population aged 60+, total number","Population aged 65+, both sexes (%)","Population aged 65+, female (%)","Population aged 65+, male (%)","Population aged 65+, total number","Population aged 70+, both sexes (%)","Population aged 70+, female (%)","Population aged 70+, male (%)","Population aged 70+, total number"
0,abw,1950,17.04572,16.7438,17.35992,7285,40.76232,40.13197,41.41805,17421,10.58075,10.37438,10.80034,4522,9.33595,9.78326,8.86881,3990,28.0102,27.86968,28.16504,11971,14.86499,14.60844,15.13674,6353,13.13585,13.01379,13.25779,5614,7.03355,7.62498,6.43048,3006,5.59221,6.02117,5.15395,2390,4.42463,4.70604,4.14037,1891
1,abw,1951,17.31269,16.87441,17.76867,7593,41.40636,40.65139,42.19128,18160,10.61836,10.35161,10.89588,4657,9.26627,9.68145,8.83312,4064,27.62324,27.63258,27.61222,12115,15.29025,15.02033,15.58018,6706,13.47531,13.42537,13.52673,5910,6.42072,7.02319,5.80648,2816,4.97971,5.41929,4.53064,2184,3.82142,4.10579,3.52952,1676
2,abw,1952,17.5176,16.94753,18.11548,7888,41.95074,41.13651,42.80276,18890,10.67978,10.44633,10.92277,4809,9.20296,9.51012,8.88325,4144,27.2913,27.47659,27.10751,12289,15.64103,15.36251,15.9264,7043,13.75336,13.74265,13.7645,6193,5.91397,6.51426,5.29822,2663,4.45491,4.89876,4.00199,2006,3.3112,3.60113,3.01849,1491
3,abw,1953,17.54352,16.90565,18.20587,8113,42.38945,41.55778,43.25218,19603,10.82928,10.64823,11.01261,5008,9.15558,9.3119,8.99268,4234,27.01481,27.36297,26.65608,12493,15.92821,15.65841,16.2124,7366,14.01665,14.0039,14.03369,6482,5.51627,6.12167,4.89989,2551,4.02422,4.48413,3.55914,1861,2.90194,3.20295,2.59769,1342
4,abw,1954,17.34745,16.72039,17.99451,8239,42.73803,41.90842,43.59547,20298,11.09403,10.97611,11.21652,5269,9.15484,9.14952,9.16037,4348,26.71706,27.2006,26.2148,12689,16.19784,15.9352,16.46635,7693,14.29654,14.21192,14.38444,6790,5.20066,5.81453,4.56731,2470,3.66783,4.14084,3.1808,1742,2.56664,2.8804,2.24502,1219
5,abw,1955,17.03781,16.4345,17.66402,8309,43.01796,42.18134,43.89051,20979,11.41937,11.36968,11.47096,5569,9.1843,9.05065,9.32303,4479,26.41691,26.99895,25.80443,12883,16.42676,16.19696,16.67363,8011,14.56078,14.37716,14.75554,7101,4.96227,5.59224,4.31676,2420,3.38747,3.8731,2.89177,1652,2.30274,2.62904,1.96824,1123
6,abw,1956,16.68897,16.10359,17.30002,8355,43.21555,42.33078,44.1411,21635,11.71524,11.72454,11.70966,5865,9.21838,9.03276,9.41086,4615,26.16503,26.804,25.49841,13099,16.61906,16.42535,16.82399,8320,14.81134,14.50265,15.13142,7415,4.78397,5.41495,4.13785,2395,3.174,3.65313,2.68126,1589,2.08937,2.41318,1.75767,1046
7,abw,1957,16.2893,15.72221,16.87673,8367,43.28434,42.33403,44.26873,22233,11.97119,12.01454,11.92628,6149,9.28453,9.12569,9.44907,4769,26.00019,26.65009,25.32699,13355,16.77212,16.61374,16.93619,8615,15.02385,14.59728,15.46572,7717,4.6666,5.28793,4.02695,2397,3.02735,3.50105,2.53666,1555,1.92544,2.24603,1.59334,989
8,abw,1958,15.85023,15.30163,16.41808,8348,43.17232,42.1756,44.20015,22738,12.22374,12.26295,12.18315,6438,9.43267,9.32134,9.54791,4968,25.95504,26.57907,25.31298,13670,16.84135,16.71644,16.9745,8870,15.09835,14.61102,15.59892,7952,4.60621,5.21502,3.97604,2426,2.93347,3.40451,2.4459,1545,1.80185,2.12409,1.46832,949
9,abw,1959,15.41283,14.88308,15.9611,8320,42.89472,41.85547,43.97029,23155,12.49514,12.47177,12.51932,6745,9.68674,9.62337,9.75233,5229,26.00174,26.58993,25.393,14036,16.83926,16.75166,16.92615,9090,14.98675,14.50062,15.48988,8090,4.58495,5.18322,3.96577,2475,2.87138,3.35106,2.37494,1550,1.7043,2.03613,1.36088,920
10,abw,1960,15.09413,14.57013,15.63252,8290,42.51302,41.42228,43.63401,23349,12.66888,12.56848,12.76903,6958,9.9614,9.96885,9.9537,5471,26.10065,26.64447,25.53806,14335,16.79473,16.74007,16.84756,9224,14.75001,14.28367,15.23245,8101,4.63931,5.2315,4.03038,2548,2.85678,3.34801,2.35229,1569,1.65325,1.9909,1.30765,908
11,abw,1961,14.81881,14.30998,15.34802,8236,42.17496,41.01511,43.37993,23440,12.84501,12.65352,13.04252,7139,10.16949,10.25024,10.08563,5652,26.20641,26.73344,25.6642,14565,16.70805,16.69203,16.724,9286,14.51114,14.05161,14.98939,8065,4.74468,5.31979,4.15355,2637,2.87344,3.36601,2.36771,1597,1.62834,1.96085,1.28449,905
12,abw,1962,14.49041,13.99329,15.00072,8161,41.8679,40.6036,43.1677,23580,13.09482,12.78818,13.4082,7375,10.33203,10.4548,10.20511,5819,26.3228,26.88277,25.7439,14825,16.61577,16.64105,16.58963,9358,14.28267,13.82213,14.75878,8044,4.86506,5.42476,4.29005,2740,2.90483,3.39877,2.3978,1636,1.61577,1.95263,1.27113,910
13,abw,1963,14.18371,13.70194,14.68227,8085,41.43188,40.11528,42.79088,23617,13.23638,12.85635,13.62615,7545,10.52244,10.64403,10.39712,5998,26.54117,27.13467,25.92143,15129,16.50118,16.55622,16.44842,9406,14.01179,13.55698,14.48246,7987,5.01035,5.55671,4.45285,2856,2.95253,3.43756,2.45478,1683,1.62626,1.96383,1.28091,927
14,abw,1964,13.89646,13.4335,14.37849,8007,40.8459,39.54243,42.19665,23535,13.22828,12.83934,13.63027,7622,10.75513,10.83148,10.67622,6197,26.87829,27.50896,26.22644,15487,16.32968,16.39406,16.25962,9409,13.72117,13.26959,14.1879,7906,5.19273,5.7299,4.65166,2992,3.02331,3.50009,2.54465,1742,1.65397,2.00444,1.30585,953
15,abw,1965,13.57793,13.13227,14.04208,7901,40.17701,38.88964,41.51464,23379,13.14143,12.7502,13.54931,7647,11.00876,11.00555,11.01209,6406,27.27101,27.94834,26.5779,15869,16.12648,16.22261,16.03411,9384,13.45764,13.00717,13.92325,7831,5.41502,5.94063,4.87524,3151,3.12081,3.58399,2.64556,1816,1.69789,2.05572,1.33152,988
16,abw,1966,13.25008,12.81879,13.6926,7777,39.48444,38.20168,40.80749,23175,13.02177,12.61772,13.43961,7643,11.28224,11.16995,11.39837,6622,27.64167,28.38232,26.88269,16224,15.92497,16.06287,15.78236,9347,13.21259,12.76517,13.67527,7755,5.67009,6.18653,5.13602,3328,3.24224,3.6965,2.77248,1903,1.75146,2.12138,1.36891,1028
17,abw,1967,12.93948,12.52042,13.37287,7633,38.96254,37.67797,40.29104,22984,12.89032,12.48041,13.31425,7604,11.4121,11.22003,11.61419,6732,27.96745,28.75529,27.15611,16498,15.6891,15.89143,15.48329,9255,13.13273,12.67714,13.60392,7747,5.9705,6.46194,5.46571,3522,3.3938,3.83448,2.94148,2002,1.81556,2.19066,1.43108,1071
18,abw,1968,12.56327,12.14826,12.99242,7421,38.62771,37.3106,39.98967,22817,12.86123,12.44131,13.29545,7597,11.34944,11.1359,11.57025,6704,28.29234,29.08855,27.46556,16712,15.43111,15.70149,15.15152,9115,13.2032,12.72104,13.70179,7799,6.30111,6.77012,5.81956,3722,3.57717,4.00613,3.13361,2113,1.8927,2.26781,1.50482,1118
19,abw,1969,12.10628,11.70808,12.51808,7149,38.28659,36.93292,39.68653,22609,13.00379,12.55413,13.46883,7679,11.2782,11.07521,11.49156,6660,28.60868,29.40843,27.78505,16894,15.20355,15.51862,14.88116,8978,13.17652,12.67071,13.69962,7781,6.62467,7.07481,6.16259,3912,3.79327,4.21025,3.36548,2240,1.99316,2.3616,1.61213,1177
20,abw,1970,11.63868,11.25309,12.0341,6861,37.90161,36.4983,39.34636,22343,13.28753,12.77774,13.81488,7833,11.32316,11.10963,11.54404,6675,28.85157,29.67906,27.99903,17008,15.01951,15.36999,14.66386,8854,12.9754,12.46747,13.49738,7649,6.90585,7.34637,6.46052,4071,4.02714,4.43384,3.61334,2374,2.10517,2.46547,1.73592,1241
21,abw,1971,11.21451,10.84761,11.59465,6592,37.42876,36.00147,38.91082,22001,13.60474,13.03184,14.19817,7997,11.54114,11.29583,11.79892,6784,29.00087,29.87022,28.10206,17047,14.88236,15.25288,14.49591,8748,12.60952,12.12202,13.11799,7412,7.14857,7.58964,6.69921,4202,4.26668,4.66952,3.85334,2508,2.23201,2.58229,1.87301,1312
22,abw,1972,10.87359,10.51789,11.24209,6404,36.60582,35.18753,38.08207,21559,13.63443,13.02389,14.2704,8030,11.86858,11.56233,12.18585,6990,29.28092,30.16551,28.3645,17245,14.86204,15.25294,14.46054,8753,12.0978,11.64576,12.56957,7125,7.38263,7.8417,6.91741,4348,4.50632,4.90857,4.09652,2654,2.36862,2.70288,2.02579,1395
23,abw,1973,10.61496,10.26632,10.97971,6309,35.48246,34.10983,36.90868,21089,13.31875,12.70486,13.95516,7916,12.14268,11.76646,12.53257,7217,29.74005,30.59411,28.85644,17676,15.02986,15.44079,14.60647,8933,11.54875,11.13865,11.97381,6864,7.60831,8.09873,7.10613,4522,4.73458,5.14473,4.31578,2814,2.50189,2.83505,2.15961,1487
24,abw,1974,10.4238,10.07345,10.7912,6267,34.35182,33.03411,35.72422,20653,12.85553,12.27028,13.46356,7729,12.32494,11.88183,12.7853,7410,30.22022,31.03313,29.37905,18169,15.29723,15.72058,14.85739,9197,11.07249,10.69039,11.46946,6657,7.80746,8.3434,7.25744,4694,4.95825,5.38273,4.52403,2981,2.64795,2.99004,2.29593,1592
25,abw,1975,10.28234,9.93034,10.64886,6253,33.24125,31.98736,34.55345,20215,12.30493,11.76546,12.86989,7483,12.4332,11.92995,12.95712,7561,30.73356,31.47778,29.96377,18690,15.6085,16.04528,15.15802,9492,10.65397,10.29156,11.03469,6479,7.98349,8.56931,7.38442,4855,5.17159,5.61182,4.72053,3145,2.80203,3.15423,2.43911,1704
26,abw,1976,10.20222,9.84713,10.57228,6251,32.10981,30.907,33.36333,19674,11.67273,11.18076,12.18545,7152,12.34026,11.78201,12.92204,7561,31.34762,32.02955,30.64027,19207,16.03205,16.47691,15.57511,9823,10.23486,9.87911,10.60561,6271,8.16863,8.80773,7.50592,5005,5.4006,5.86862,4.91618,3309,2.96878,3.34527,2.57974,1819
27,abw,1977,10.1494,9.78745,10.52789,6243,31.02697,29.86191,32.2452,19085,10.9899,10.54156,11.45868,6760,12.03362,11.43884,12.65541,7402,32.00728,32.6365,31.34765,19688,16.55801,16.9944,16.1093,10185,9.88766,9.5329,10.25863,6082,8.37736,9.07789,7.65574,5153,5.64614,6.16011,5.11934,3473,3.15878,3.55734,2.74915,1943
28,abw,1978,10.06983,9.70225,10.45509,6215,30.10256,28.9547,31.29893,18579,10.31287,9.8923,10.7503,6365,11.65281,11.0643,12.27279,7192,32.56534,33.13589,31.96895,20099,17.09684,17.5293,16.64787,10552,9.71986,9.36015,10.09354,5999,8.58245,9.32531,7.81146,5297,5.86043,6.41115,5.29057,3617,3.35715,3.7599,2.94215,2072
29,abw,1979,9.96026,9.5845,10.3543,6165,29.32984,28.18248,30.53642,18154,9.67591,9.27217,10.09934,5989,11.25759,10.70448,11.83775,6968,32.99405,33.47635,32.48675,20422,17.64896,18.10581,17.16887,10924,9.69368,9.3258,10.08278,6000,8.77116,9.53718,7.97351,5429,6.03108,6.60315,5.43709,3733,3.5592,3.96252,3.14238,2203
30,abw,1980,9.82124,9.43936,10.22622,6093,28.72709,27.57601,29.94113,17822,9.15714,8.76647,9.57137,5681,10.81094,10.31035,11.33748,6707,33.31936,33.67921,32.94417,20671,18.21596,18.73723,17.6743,11301,9.74871,9.37019,10.14354,6048,8.92664,9.70663,8.11285,5538,6.17837,6.75408,5.57944,3833,3.7686,4.182,3.33708,2338
31,abw,1981,9.67462,9.28326,10.08675,6024,28.32686,27.17371,29.53788,17638,8.8941,8.51643,9.29182,5538,10.19658,9.75587,10.66069,6349,33.69254,33.89984,33.47297,20979,18.73896,19.3302,18.11855,11668,9.75813,9.37402,10.15932,6076,9.04828,9.83725,8.21981,5634,6.35821,6.95775,5.72946,3959,3.9797,4.43505,3.49969,2478
32,abw,1982,9.55915,9.17177,9.96721,5989,27.92728,26.80621,29.10492,17497,8.75311,8.39424,9.13115,5484,9.47456,9.07847,9.89508,5936,34.31335,34.42292,34.19344,21498,19.09277,19.70889,18.4459,11962,9.61502,9.2402,10.00656,6024,9.19524,9.98974,8.36066,5761,6.59516,7.26526,5.8918,4132,4.19779,4.72429,3.6459,2630
33,abw,1983,9.49664,9.11591,9.89751,5992,27.47242,26.38979,28.61233,17334,8.59325,8.24449,8.96047,5422,8.77552,8.39282,9.17521,5537,35.02599,35.09162,34.95689,22100,19.3578,19.98084,18.70831,12214,9.38253,9.02939,9.75435,5920,9.3746,10.15729,8.56027,5915,6.81184,7.53994,6.05173,4298,4.39331,4.96276,3.79697,2772
34,abw,1984,9.48337,9.1183,9.87008,6019,27.05415,25.99914,28.1656,17171,8.43404,8.08842,8.7971,5353,8.10002,7.73795,8.48038,5141,35.5906,35.61547,35.55685,22589,19.74192,20.36399,19.08409,12530,9.13674,8.79242,9.49842,5799,9.51646,10.2896,8.71308,6040,6.96245,7.72873,6.16314,4419,4.5471,5.13711,3.92993,2886
35,abw,1985,9.51446,9.16232,9.8835,6057,26.55472,25.53544,27.62938,16905,8.16198,7.82755,8.51571,5196,7.46611,7.13716,7.80767,4753,36.08332,36.08469,36.08072,22971,20.27458,20.85302,19.67044,12907,8.87828,8.54557,9.23018,5652,9.62285,10.39583,8.82145,6126,7.08597,7.88892,6.25322,4511,4.7266,5.32986,4.10015,3009
36,abw,1986,9.56917,9.23261,9.91767,6088,25.94741,24.98002,26.95524,16508,7.73644,7.41868,8.06856,4922,6.88452,6.5978,7.18099,4380,36.52882,36.51233,36.54168,23240,20.92234,21.39519,20.4335,13311,8.6418,8.32872,8.969,5498,9.72006,10.51467,8.8886,6184,7.22089,8.06124,6.34165,4594,4.97634,5.62627,4.29637,3166
37,abw,1987,9.63285,9.31282,9.9665,6108,25.28703,24.38203,26.23373,16034,7.19783,6.90582,7.50548,4564,6.33674,6.08083,6.60353,4018,36.90071,36.91756,36.88313,23398,21.62819,21.96267,21.27947,13714,8.45635,8.16339,8.76176,5362,9.84734,10.65999,9.01301,6244,7.39181,8.253,6.50689,4687,5.25486,5.98505,4.50651,3332
38,abw,1988,9.68308,9.3848,9.99581,6120,24.74724,23.89988,25.62655,15641,6.69114,6.41906,6.97352,4229,5.84782,5.60542,6.09941,3696,37.05362,37.15102,36.95126,23419,22.32489,22.52415,22.12044,14110,8.37302,8.09602,8.65723,5292,10.02959,10.82575,9.20556,6339,7.56768,8.40657,6.69935,4783,5.47442,6.25757,4.66406,3460
39,abw,1989,9.66714,9.37577,9.97269,6128,24.67897,23.86251,25.52932,15644,6.50418,6.24535,6.77269,4123,5.61287,5.36821,5.86667,3558,36.58306,36.74684,36.40803,23190,23.00521,23.11865,22.88835,14583,8.50765,8.24138,8.78394,5393,10.12147,10.91619,9.31084,6416,7.54851,8.35916,6.72129,4785,5.46774,6.27635,4.64257,3466
40,abw,1990,9.53393,9.22139,9.86147,6143,25.39692,24.55584,26.27301,16364,6.95141,6.69206,7.22057,4479,5.86035,5.59195,6.13891,3776,35.0814,35.23389,34.92631,22604,23.66334,23.83057,23.49295,15247,8.91158,8.64239,9.19097,5742,9.99953,10.79994,9.18148,6443,7.21525,7.98415,6.42672,4649,5.13091,5.92412,4.314,3306
41,abw,1991,9.26769,8.91107,9.63652,6167,26.81274,25.88242,27.77675,17842,8.08199,7.80712,8.36557,5378,6.65885,6.35579,6.97489,4431,32.62402,32.62092,32.63339,21709,24.2039,24.65189,23.73672,16106,9.46305,9.16424,9.77467,6297,9.7035,10.49486,8.88746,6457,6.6288,7.34788,5.88813,4411,4.51588,5.25479,3.75146,3005
42,abw,1992,8.98452,8.60127,9.38634,6188,27.53579,26.53878,28.58417,18965,8.90176,8.60978,9.21092,6131,7.22043,6.91563,7.53999,4973,31.048,30.94015,31.15895,21384,24.61161,25.25043,23.94006,16951,9.6495,9.32773,9.98692,6646,9.58562,10.36352,8.78278,6602,6.2549,6.9355,5.55093,4308,4.13799,4.81001,3.43997,2850
43,abw,1993,8.76013,8.36766,9.17275,6226,27.30189,26.26462,28.39253,19404,9.11189,8.79881,9.44109,6476,7.29964,7.02477,7.58865,5188,30.73503,30.63931,30.84225,21844,24.96342,25.61652,24.27792,17742,9.42987,9.09815,9.77869,6702,9.70143,10.45752,8.91018,6895,6.22045,6.86549,5.54866,4421,4.09303,4.69874,3.45962,2909
44,abw,1994,8.54366,8.14805,8.95773,6276,27.00727,25.9273,28.13968,19839,9.26516,8.93075,9.61474,6806,7.3879,7.13187,7.66048,5427,30.50995,30.36614,30.65589,22412,25.292,26.01486,24.52751,18579,9.19845,8.8485,9.56721,6757,9.80969,10.56514,9.01644,7206,6.23758,6.85858,5.586,4582,4.03087,4.57946,3.4556,2961
45,abw,1995,8.32609,7.94281,8.7316,6321,26.35475,25.26839,27.50684,20008,9.123,8.78577,9.4825,6926,7.41985,7.18184,7.67166,5633,30.74897,30.53114,30.98214,23344,25.53808,26.30352,24.72553,19388,8.90566,8.5398,9.29274,6761,9.93967,10.71511,9.12196,7546,6.28309,6.89231,5.64125,4770,3.94373,4.44285,3.41836,2994
46,abw,1996,8.18404,7.79863,8.59381,6423,25.48355,24.41214,26.62531,20000,8.72557,8.40689,9.06701,6848,7.35583,7.11619,7.60798,5773,31.33457,31.08573,31.59389,24592,25.73201,26.47677,24.94019,20195,8.57394,8.20661,8.96448,6729,10.09531,10.91165,9.23263,7923,6.33648,6.93816,5.70204,4973,3.84165,4.31966,3.33605,3015
47,abw,1997,8.1264,7.71931,8.56087,6591,24.78608,23.72141,25.92224,20103,8.3508,8.06074,8.66029,6773,7.23128,6.96719,7.51307,5865,31.73995,31.54577,31.94136,25743,26.00794,26.68688,25.28235,21094,8.30888,7.94136,8.70108,6739,10.23845,11.07875,9.34608,8304,6.41876,7.00062,5.80242,5206,3.75558,4.21422,3.26832,3046
48,abw,1998,8.0762,7.64847,8.53469,6766,24.22861,23.17152,25.36169,20298,8.02249,7.76152,8.30221,6721,7.08786,6.80633,7.38964,5938,31.92762,31.8121,32.04897,26748,26.39627,26.99691,25.75739,22114,8.12992,7.76152,8.52479,6811,10.36442,11.22237,9.44726,8683,6.52088,7.10166,5.89836,5463,3.74566,4.1807,3.27934,3138
49,abw,1999,7.98524,7.54658,8.45716,6905,23.77186,22.70445,24.92018,20556,7.75974,7.50865,8.02986,6710,6.94444,6.65402,7.25448,6005,31.92478,31.88665,31.96582,27606,26.86997,27.39261,26.3101,23235,8.02688,7.64922,8.43316,6941,10.4901,11.36227,9.55422,9071,6.62642,7.23195,5.97739,5730,3.78851,4.21511,3.33437,3276
50,abw,2000,7.79171,7.36044,8.25684,6916,23.44723,22.35274,24.62767,20812,7.67454,7.40604,7.96413,6812,6.92421,6.64611,7.22415,6146,31.51609,31.49793,31.53569,27974,27.44787,27.95666,26.89912,24363,7.98098,7.58625,8.40671,7084,10.66797,11.54873,9.71572,9469,6.78113,7.41907,6.09076,6019,3.86656,4.29034,3.40952,3432
51,abw,2001,7.49792,7.08666,7.9424,6771,23.16594,22.03177,24.39171,20920,7.71607,7.41286,8.04378,6968,6.97525,6.72423,7.24885,6299,30.73805,30.7302,30.75115,27758,28.19224,28.71975,27.62673,25459,7.95194,7.53225,8.40553,7181,10.92631,11.80471,9.98157,9867,7.01622,7.69428,6.28802,6336,3.97652,4.39612,3.52765,3591
52,abw,2002,7.1778,6.78651,7.60377,6559,22.82472,21.65621,24.09227,20857,7.7392,7.40328,8.10293,7072,7.00599,6.76757,7.26415,6402,29.92482,29.92885,29.91361,27345,29.02417,29.55627,28.44802,26522,7.90772,7.46643,8.38557,7226,11.2214,12.09531,10.28423,10254,7.28395,7.99899,6.51654,6656,4.12458,4.54469,3.67652,3769
53,abw,2003,6.86708,6.48688,7.27913,6339,22.45694,21.26614,23.74975,20730,7.75106,7.38859,8.14387,7155,7.05557,6.81175,7.32203,6513,29.13877,29.13994,29.1391,26898,29.8115,30.3686,29.20684,27519,7.8388,7.39067,8.32675,7236,11.54046,12.41774,10.58906,10653,7.55389,8.30279,6.74178,6973,4.30506,4.75219,3.82019,3974
54,abw,2004,6.57634,6.20582,6.97857,6130,22.07632,20.8743,23.38121,20578,7.75965,7.37443,8.17783,7233,7.09772,6.83237,7.38578,6616,28.41878,28.40124,28.43558,26490,30.5172,31.11152,29.87426,28446,7.74034,7.29405,8.22482,7215,11.88997,12.78262,10.9254,11083,7.8444,8.61724,7.00765,7312,4.4983,4.98568,3.97145,4193
55,abw,2005,6.45973,6.08258,6.86768,6087,21.76059,20.53126,23.09754,20505,7.7279,7.30888,8.18361,7282,7.04128,6.73443,7.375,6635,27.8181,27.8218,27.81187,26213,31.10368,31.71661,30.43709,29309,7.57296,7.1398,8.04626,7136,12.27741,13.19794,11.28293,11569,8.13223,8.93239,7.26644,7663,4.71081,5.24536,4.13168,4439
56,abw,2006,6.50474,6.11318,6.9313,6205,21.56051,20.29149,22.94295,20567,7.69457,7.23691,8.19313,7340,6.90309,6.53935,7.29933,6585,27.30313,27.38768,27.21039,26045,31.54248,32.15198,30.87539,30089,7.3612,6.9414,7.81852,7022,12.69498,13.63353,11.67411,12110,8.39903,9.21299,7.51402,8012,4.93228,5.51211,4.30249,4705
57,abw,2007,6.54746,6.13905,6.99342,6324,21.42317,20.12695,22.83852,20692,7.68841,7.21214,8.20627,7426,6.82908,6.40484,7.29013,6596,26.74169,26.89081,26.58104,25829,31.88835,32.50818,31.21156,30800,7.1873,6.77576,7.63883,6942,13.12081,14.07518,12.07875,12673,8.64506,9.47337,7.74062,8350,5.14666,5.77011,4.46591,4971
58,abw,2008,6.56613,6.14126,7.03092,6422,21.29339,19.98552,22.72416,20826,7.65503,7.18829,8.16562,7487,6.86366,6.38198,7.38846,6713,26.0866,26.2579,25.90134,25514,32.18956,32.83167,31.48925,31483,7.07224,6.65597,7.52762,6917,13.56884,14.54684,12.50107,13271,8.90548,9.74617,7.98578,8710,5.35453,6.01992,4.62662,5237
59,abw,2009,6.54885,6.11831,7.0207,6485,21.14819,19.84009,22.58392,20942,7.58495,7.13803,8.07476,7511,7.00732,6.48139,7.58371,6939,25.38551,25.54124,25.21695,25138,32.42111,33.09257,31.68311,32105,7.01439,6.58375,7.48846,6946,14.03989,15.04857,12.93866,13903,9.18354,10.03496,8.25678,9094,5.56829,6.27281,4.80041,5514
60,abw,2010,6.41569,5.99744,6.87389,6423,20.80129,19.51699,22.20827,20825,7.46249,7.03682,7.92883,7471,7.23076,6.68908,7.82627,7239,24.89961,24.93743,24.854,24928,32.51094,33.22761,31.7237,32548,6.92311,6.48274,7.40555,6931,14.5574,15.62888,13.38985,14574,9.49018,10.37658,8.52329,9501,5.7894,6.54388,4.96494,5796
61,abw,2011,6.23484,5.83701,6.67303,6296,20.24242,18.9807,21.62768,20441,7.21918,6.79911,7.67969,7290,7.32217,6.80858,7.88725,7394,24.75614,24.65673,24.86353,24999,32.52196,33.25505,31.71506,32841,6.78841,6.34458,7.27495,6855,15.15929,16.30083,13.91478,15308,9.85136,10.78957,8.82957,9948,6.02391,6.82563,5.15162,6083
62,abw,2012,6.12796,5.73675,6.56008,6236,19.7449,18.46757,21.15111,20093,6.93671,6.49865,7.41619,7059,7.16763,6.69944,7.68231,7294,24.77423,24.62843,24.9345,25211,32.48528,33.21198,31.6885,33058,6.68023,6.23217,7.17483,6798,15.8309,16.99632,14.54977,16110,10.26208,11.2408,9.18618,10443,6.26357,7.09165,5.35327,6374
63,abw,2013,6.06096,5.67136,6.49268,6216,19.39488,18.1,20.82291,19891,6.74545,6.29056,7.24712,6918,6.89756,6.46163,7.37833,7074,24.82985,24.66204,25.01948,25465,32.3456,33.06867,31.55521,33173,6.58847,6.13808,7.08311,6757,16.53113,17.71509,15.22613,16954,10.69444,11.72019,9.56579,10968,6.50169,7.35417,5.56398,6668
64,abw,2014,6.02575,5.63222,6.46081,6229,19.16942,17.85839,20.61675,19816,6.64293,6.1702,7.16352,6867,6.58296,6.15546,7.05353,6805,24.86723,24.67896,25.07536,25706,32.12444,32.83896,31.33453,33208,6.50073,6.05597,6.99242,6720,17.25692,18.46639,15.92187,17839,11.15185,12.21512,9.97841,11528,6.75225,7.62017,5.79477,6980
65,abw,2015,6.02876,5.62586,6.47524,6281,19.03555,17.71387,20.50021,19832,6.6085,6.128,7.14098,6885,6.29175,5.85045,6.78079,6555,24.84643,24.638,25.0774,25886,31.82926,32.56094,31.01843,33161,6.3983,5.96001,6.88399,6666,17.99892,19.23674,16.62721,18752,11.6419,12.73076,10.43728,12129,7.01643,7.90103,6.03816,7310
66,abw,2016,6.02894,5.61741,6.48411,6329,18.9451,17.6198,20.41538,19888,6.59859,6.11705,7.13352,6927,6.08324,5.61741,6.60072,6386,24.73494,24.49537,25.00352,25966,31.48118,32.23809,30.64117,33048,6.31757,5.88533,6.79776,6632,18.75363,20.03476,17.3392,19687,12.16362,13.27142,10.93954,12769,7.29493,8.20435,6.29109,7658
67,abw,2017,5.9746,5.56274,6.43511,6317,18.84878,17.52496,20.32455,19929,6.57518,6.09603,7.1086,6952,6.00108,5.51246,6.54503,6345,24.52261,24.22969,24.84712,25928,31.10441,31.88968,30.23102,32887,6.299,5.86619,6.78085,6660,19.52408,20.845,18.05828,20643,12.71812,13.82066,11.49526,13447,7.59664,8.53085,6.55902,8032
68,abw,2018,5.85726,5.44518,6.31696,6234,18.71524,17.38859,20.19718,19919,6.53563,6.06169,7.06434,6956,6.03954,5.53071,6.60717,6428,24.22204,23.86187,24.62382,25780,30.71633,31.53609,29.80182,32692,6.32235,5.88172,6.81588,6729,20.30874,21.68451,18.77795,21615,13.31179,14.41655,12.08333,14168,7.92713,8.90009,6.84569,8437
69,abw,2019,5.67914,5.27489,6.13129,6081,18.53543,17.20972,20.02216,19847,6.48792,6.0196,7.01369,6947,6.16478,5.64459,6.7466,6601,23.85875,23.41152,24.35502,25547,30.33079,31.19118,29.36649,32477,6.36837,5.91523,6.87718,6819,21.11211,22.54652,19.50776,22606,13.94337,15.0658,12.68993,14930,8.29224,9.29739,7.16999,8879
70,abw,2020,5.45717,5.06387,5.89792,5861,18.25419,16.93595,19.73344,19605,6.43482,5.97128,6.95626,6911,6.34171,5.82328,6.92467,6811,23.56797,22.99357,24.20969,25312,29.9311,30.82019,28.93277,32146,6.3622,5.9008,6.87926,6833,21.90782,23.43053,20.20338,23529,14.57821,15.7572,13.25896,15657,8.6825,9.72073,7.52098,9325
